;a1;a2;a3;a4;a5;a6;a7;a8;a9;a10;a11;a12;a13;a14;a15;a16;a17;a18;a19;a20
o1288;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;0
o1289;1;0;1;0;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0
o1290;1;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;0;0;0;0
o1291;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1;0;1;0;0;1
o1292;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;1;0;1;0;1
o1293;1;1;1;0;0;1;0;0;0;1;1;1;1;1;0;1;1;0;1;1
o1294;1;0;1;0;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1
o1295;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
o1296;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;1
o1297;0;0;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1
o1298;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1
o1299;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;1;1
o1300;1;1;1;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1
o1301;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;1;1;0
o1302;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0
o1303;1;0;1;0;1;1;0;1;0;0;1;1;0;1;1;1;1;1;0;1
o1304;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0
o1305;0;1;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1
o1306;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;1
o1307;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;1
o1308;1;0;0;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1
o1309;0;0;0;0;1;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0
o1310;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
o1311;1;1;0;1;0;1;0;1;1;0;1;1;1;1;1;0;1;1;1;0
o1312;1;1;0;0;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0
o1313;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;1
o1314;0;0;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;1;0
o1315;0;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;0
o1316;1;1;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;1
o1317;1;0;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;0;1;1
o1318;0;0;0;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0
o1319;1;1;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1
o1320;0;1;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1
o1321;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0
o1322;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0
o1323;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;1;1;0;1;1
o1324;1;0;1;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;1
o1325;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0
o1326;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;0
o1327;0;0;1;1;1;0;0;1;1;1;0;0;1;1;1;0;0;1;1;1
o1328;1;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0
o1329;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1;1;1
o1330;1;0;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;1;1
o1331;1;0;0;1;1;1;0;1;0;0;1;1;0;0;1;1;1;0;1;0
o1332;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1
o1333;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1
o1334;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1
o1335;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1
o1336;1;1;0;0;0;0;0;1;0;1;1;1;1;0;0;1;0;0;1;1
o1337;1;0;0;1;1;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0
o1338;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1
o1339;0;0;1;1;1;0;0;1;0;1;0;0;0;0;1;1;1;1;1;0
o1340;1;1;0;0;1;0;1;1;0;1;0;0;0;1;1;1;1;1;0;1
o1341;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0
o1342;0;0;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;1;1
o1343;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;0;0;1;0
o1344;1;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0
o1345;1;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;1;1;0
o1346;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;1;0;1
o1347;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;0;0
o1348;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;0
o1349;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1
o1350;0;0;0;1;1;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0
o1351;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;0;0;1;1
o1352;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1
o1353;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0
o1354;0;1;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;1;1
o1355;0;0;1;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;0
o1356;0;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0
o1357;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0
o1358;0;0;1;0;0;1;1;1;1;1;0;1;0;0;1;1;1;0;0;0
o1359;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0
o1360;0;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;0;0
o1361;1;1;1;0;1;0;1;0;1;1;1;0;1;1;0;1;1;0;1;1
o1362;0;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1
o1363;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;0
o1364;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;1;1;1;0;0
o1365;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1
o1366;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1
o1367;0;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1
o1368;1;1;0;1;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1
o1369;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0
o1370;0;0;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0
o1371;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0
o1372;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0
o1373;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1
o1374;1;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;1;1
o1375;0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0;0;1
o1376;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;1;0;1
o1377;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1
o1378;1;0;1;1;1;0;0;0;1;1;0;1;0;0;1;1;0;0;1;0
o1379;0;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1
o1380;0;1;0;1;0;1;0;1;1;0;1;0;0;1;1;1;0;0;0;1
o1381;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1
o1382;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1
o1383;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;1;1;1;0;1
o1384;1;0;0;1;1;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0
o1385;1;1;0;1;0;0;1;1;0;1;1;0;1;1;0;1;0;0;0;1
o1386;1;1;0;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1
o1387;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0
o1388;1;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0
o1389;0;0;1;0;1;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0
o1390;1;0;0;1;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;1
o1391;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0
o1392;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;1;0;1;1;0
o1393;1;1;1;0;1;1;1;0;1;1;0;1;0;0;0;1;1;0;1;1
o1394;0;1;1;0;1;0;0;0;0;1;1;1;0;0;1;0;1;1;1;0
o1395;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;0
o1396;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0
o1397;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0
o1398;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1
o1399;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1
o1400;0;1;0;1;0;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0
o1401;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;1;1;1;1;0
o1402;1;1;1;1;0;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0
o1403;0;1;0;1;0;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0
o1404;0;0;0;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1
o1405;0;1;1;1;0;0;0;0;1;1;1;0;0;1;1;1;0;1;1;0
o1406;1;0;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;1
o1407;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1
o1408;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0
o1409;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1
o1410;1;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0
o1411;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0
o1412;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;1;1;1;0;1
o1413;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;1;0;1;1
o1414;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;1;1;1;0
o1415;1;1;0;0;0;1;1;1;0;1;1;1;0;1;1;0;1;0;1;0
o1416;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;1;0
o1417;1;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;1
o1418;0;1;1;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;1
o1419;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0
o1420;1;1;1;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1
o1421;0;1;0;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;1
o1422;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
o1423;0;1;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0
o1424;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1
o1425;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0
o1426;0;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0
o1427;0;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1
o1428;1;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;1;0;0;0
o1429;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;1;0;1
o1430;0;0;0;1;1;0;0;1;1;1;0;1;0;0;0;1;1;1;0;0
o1431;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
o1432;0;1;1;0;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1;1
o1433;1;1;0;0;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0
o1434;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0
o1435;1;0;0;1;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0
o1436;0;1;1;0;1;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1
o1437;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0
o1438;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1
o1439;0;1;0;1;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;0
o1440;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;0;1
o1441;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1
o1442;1;0;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;1;0
o1443;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0
o1444;1;0;1;0;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;1
o1445;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;1
o1446;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0
o1447;1;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0
o1448;0;0;1;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0
o1449;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1
o1450;0;1;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0
o1451;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;1
o1452;0;0;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;1
o1453;0;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;0;1;1
o1454;0;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1;0;1;1
o1455;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0
o1456;1;1;1;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0;0
o1457;0;1;0;1;0;1;0;1;1;0;1;1;1;0;0;0;1;0;1;0
o1458;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1
o1459;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;1;0;1;0;1
o1460;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0
o1461;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;1
o1462;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;1
o1463;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;1;1
o1464;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1
o1465;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;0;1;1;1;1
o1466;1;1;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0
o1467;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;0;0
o1468;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;1;0;1;1;0
o1469;0;0;1;0;1;1;0;1;1;1;1;0;1;1;1;0;0;0;0;0
o1470;0;0;1;0;1;0;0;0;1;1;0;1;1;1;1;0;0;0;0;1
o1471;0;1;0;0;0;0;1;0;0;1;1;1;1;1;0;1;0;1;1;1
o1472;1;0;0;0;1;0;1;0;0;1;1;1;1;1;0;0;0;0;1;1
o1473;1;1;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1
o1474;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;0;1;1
o1475;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0
o1476;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0
o1477;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0
o1478;0;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0
o1479;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;1;1
o1480;0;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1
o1481;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;1
o1482;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0
o1483;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1
o1484;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0
o1485;0;1;1;1;1;0;1;0;0;0;0;1;0;1;1;0;1;1;0;0
o1486;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0
o1487;1;1;0;1;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;0
o1488;1;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1
o1489;1;0;1;1;1;1;0;0;1;0;0;1;1;1;0;0;1;1;1;0
o1490;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;1;1;1
o1491;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;1;0
o1492;0;1;0;1;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;0
o1493;0;1;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0
o1494;1;0;0;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;0;0
o1495;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;1;0;1
o1496;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0
o1497;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0
o1498;1;1;0;0;0;1;1;1;1;0;1;0;0;1;0;1;0;0;1;0
o1499;1;1;0;0;0;1;0;1;1;1;0;0;1;1;1;1;1;0;0;1
o1500;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;1
o1501;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1
o1502;1;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1
o1503;1;0;1;0;1;1;1;1;0;0;1;0;0;0;1;0;1;0;1;1
o1504;0;1;1;0;1;0;1;0;1;1;0;1;0;1;1;0;1;1;0;1
o1505;0;0;1;0;0;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0
o1506;1;1;0;0;1;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0
o1507;0;0;1;1;0;1;0;1;0;1;1;1;0;0;1;1;1;0;0;1
o1508;1;0;0;1;1;1;1;0;0;1;1;0;0;1;1;1;0;1;0;1
o1509;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1
o1510;0;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;0;0;1;0
o1511;0;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
o1512;1;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1
o1513;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0;1;1
o1514;1;1;0;0;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;0
o1515;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;0;1;0
o1516;0;1;1;1;0;0;0;1;1;1;0;0;0;0;1;1;0;0;1;1
o1517;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;1
o1518;0;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;1;0;1;0
o1519;1;1;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;1;1
o1520;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;1;1;0
o1521;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0
o1522;0;0;1;1;1;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1
o1523;0;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;1;0
o1524;0;0;0;0;0;1;1;0;1;1;0;0;1;0;1;1;0;1;1;0
o1525;0;1;1;0;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1
o1526;0;1;0;1;1;1;0;1;0;0;0;1;1;0;0;0;0;1;1;0
o1527;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1
o1528;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0
o1529;0;1;0;0;1;0;1;1;1;0;0;0;1;0;1;1;0;1;0;1
o1530;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;1;0;1;0;1
o1531;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0
o1532;0;0;0;1;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1;1
o1533;1;0;1;0;1;1;1;0;1;0;0;1;0;1;0;1;0;1;1;1
o1534;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0
o1535;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1
o1536;1;0;1;1;1;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0
o1537;0;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;1;0;1;0
o1538;0;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0
o1539;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1
o1540;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1
o1541;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
o1542;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0
o1543;1;1;1;1;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;1
o1544;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
o1545;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
o1546;0;1;0;1;0;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0
o1547;1;1;0;0;0;1;0;1;1;1;0;0;0;1;1;1;0;1;0;1
o1548;0;0;0;0;1;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0
o1549;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0
o1550;0;0;0;0;1;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1
o1551;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;0;1
o1552;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;0;0;1;1;1
o1553;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0
o1554;0;1;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1
o1555;0;0;1;1;1;1;0;1;0;0;0;1;1;1;0;0;1;1;0;1
o1556;0;1;0;0;0;1;1;1;0;0;1;0;1;1;0;0;0;0;1;0
o1557;1;0;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;1;1
o1558;1;0;1;1;1;0;1;0;1;0;1;0;1;1;0;1;1;1;1;0
o1559;1;0;0;1;1;1;0;1;0;0;1;0;1;0;1;0;1;1;1;0
o1560;0;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;1;0;1;0
o1561;0;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;1
o1562;0;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1
o1563;1;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;1;1
o1564;1;1;1;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;1;1
o1565;0;0;0;1;0;1;1;1;0;1;0;0;1;1;0;1;1;0;1;1
o1566;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1
o1567;1;1;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;1
o1568;0;1;1;0;1;1;0;1;1;1;0;1;0;1;0;1;0;1;1;1
o1569;0;1;0;1;0;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1
o1570;0;1;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1
o1571;0;1;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1
o1572;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0
o1573;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0
o1574;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;1;0;1
o1575;0;1;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;1;1;1
o1576;1;1;1;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;1
o1577;1;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;1;0;1
o1578;0;0;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
o1579;1;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1
o1580;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;1;1;1
o1581;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0
o1582;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;1;1;0
o1583;0;0;1;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;1;0
o1584;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1
o1585;1;0;0;1;1;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0
o1586;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;1
o1587;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1
o1588;1;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;1;0;0;0
o1589;0;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;1
o1590;0;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0
o1591;0;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;1
o1592;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1
o1593;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;0;0;1;0;1
o1594;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1
o1595;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1
o1596;1;0;1;1;0;0;1;0;1;1;1;0;1;1;1;0;1;1;0;0
o1597;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
o1598;1;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0
o1599;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
o1600;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;1;1
o1601;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;1
o1602;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0
o1603;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;0;1
